date_id,full_date,day,month,month_name,quarter,year,day_of_week,is_weekend,fiscal_year
20220204,2/4/2022,4,2,February,1,2022,Friday,FALSE,2022
20220205,2/5/2022,5,2,February,1,2022,Saturday,TRUE,2022
20220206,2/6/2022,6,2,February,1,2022,Sunday,TRUE,2022
20220207,2/7/2022,7,2,February,1,2022,Monday,FALSE,2022
20220208,2/8/2022,8,2,February,1,2022,Tuesday,FALSE,2022
20220209,2/9/2022,9,2,February,1,2022,Wednesday,FALSE,2022
20220210,2/10/2022,10,2,February,1,2022,Thursday,FALSE,2022
20220211,2/11/2022,11,2,February,1,2022,Friday,FALSE,2022
20220212,2/12/2022,12,2,February,1,2022,Saturday,TRUE,2022
20220213,2/13/2022,13,2,February,1,2022,Sunday,TRUE,2022
20220214,2/14/2022,14,2,February,1,2022,Monday,FALSE,2022
20220215,2/15/2022,15,2,February,1,2022,Tuesday,FALSE,2022
20220216,2/16/2022,16,2,February,1,2022,Wednesday,FALSE,2022
20220217,2/17/2022,17,2,February,1,2022,Thursday,FALSE,2022
20220218,2/18/2022,18,2,February,1,2022,Friday,FALSE,2022
20220219,2/19/2022,19,2,February,1,2022,Saturday,TRUE,2022
20220220,2/20/2022,20,2,February,1,2022,Sunday,TRUE,2022
20220221,2/21/2022,21,2,February,1,2022,Monday,FALSE,2022
20220222,2/22/2022,22,2,February,1,2022,Tuesday,FALSE,2022
20220223,2/23/2022,23,2,February,1,2022,Wednesday,FALSE,2022
20220224,2/24/2022,24,2,February,1,2022,Thursday,FALSE,2022
20220225,2/25/2022,25,2,February,1,2022,Friday,FALSE,2022
20220226,2/26/2022,26,2,February,1,2022,Saturday,TRUE,2022
20220227,2/27/2022,27,2,February,1,2022,Sunday,TRUE,2022
20220228,2/28/2022,28,2,February,1,2022,Monday,FALSE,2022
20220301,3/1/2022,1,3,March,1,2022,Tuesday,FALSE,2022
20220302,3/2/2022,2,3,March,1,2022,Wednesday,FALSE,2022
20220303,3/3/2022,3,3,March,1,2022,Thursday,FALSE,2022
20220304,3/4/2022,4,3,March,1,2022,Friday,FALSE,2022
20220305,3/5/2022,5,3,March,1,2022,Saturday,TRUE,2022
20220306,3/6/2022,6,3,March,1,2022,Sunday,TRUE,2022
20220307,3/7/2022,7,3,March,1,2022,Monday,FALSE,2022
20220308,3/8/2022,8,3,March,1,2022,Tuesday,FALSE,2022
20220309,3/9/2022,9,3,March,1,2022,Wednesday,FALSE,2022
20220310,3/10/2022,10,3,March,1,2022,Thursday,FALSE,2022
20220311,3/11/2022,11,3,March,1,2022,Friday,FALSE,2022
20220312,3/12/2022,12,3,March,1,2022,Saturday,TRUE,2022
20220313,3/13/2022,13,3,March,1,2022,Sunday,TRUE,2022
20220314,3/14/2022,14,3,March,1,2022,Monday,FALSE,2022
20220315,3/15/2022,15,3,March,1,2022,Tuesday,FALSE,2022
20220316,3/16/2022,16,3,March,1,2022,Wednesday,FALSE,2022
20220317,3/17/2022,17,3,March,1,2022,Thursday,FALSE,2022
20220318,3/18/2022,18,3,March,1,2022,Friday,FALSE,2022
20220319,3/19/2022,19,3,March,1,2022,Saturday,TRUE,2022
20220320,3/20/2022,20,3,March,1,2022,Sunday,TRUE,2022
20220321,3/21/2022,21,3,March,1,2022,Monday,FALSE,2022
20220322,3/22/2022,22,3,March,1,2022,Tuesday,FALSE,2022
20220323,3/23/2022,23,3,March,1,2022,Wednesday,FALSE,2022
20220324,3/24/2022,24,3,March,1,2022,Thursday,FALSE,2022
20220325,3/25/2022,25,3,March,1,2022,Friday,FALSE,2022
20220326,3/26/2022,26,3,March,1,2022,Saturday,TRUE,2022
20220327,3/27/2022,27,3,March,1,2022,Sunday,TRUE,2022
20220328,3/28/2022,28,3,March,1,2022,Monday,FALSE,2022
20220329,3/29/2022,29,3,March,1,2022,Tuesday,FALSE,2022
20220330,3/30/2022,30,3,March,1,2022,Wednesday,FALSE,2022
20220331,3/31/2022,31,3,March,1,2022,Thursday,FALSE,2022
20220401,4/1/2022,1,4,April,2,2022,Friday,FALSE,2022
20220402,4/2/2022,2,4,April,2,2022,Saturday,TRUE,2022
20220403,4/3/2022,3,4,April,2,2022,Sunday,TRUE,2022
20220404,4/4/2022,4,4,April,2,2022,Monday,FALSE,2022
20220405,4/5/2022,5,4,April,2,2022,Tuesday,FALSE,2022
20220406,4/6/2022,6,4,April,2,2022,Wednesday,FALSE,2022
20220407,4/7/2022,7,4,April,2,2022,Thursday,FALSE,2022
20220408,4/8/2022,8,4,April,2,2022,Friday,FALSE,2022
20220409,4/9/2022,9,4,April,2,2022,Saturday,TRUE,2022
20220410,4/10/2022,10,4,April,2,2022,Sunday,TRUE,2022
20220411,4/11/2022,11,4,April,2,2022,Monday,FALSE,2022
20220412,4/12/2022,12,4,April,2,2022,Tuesday,FALSE,2022
20220413,4/13/2022,13,4,April,2,2022,Wednesday,FALSE,2022
20220414,4/14/2022,14,4,April,2,2022,Thursday,FALSE,2022
20220415,4/15/2022,15,4,April,2,2022,Friday,FALSE,2022
20220416,4/16/2022,16,4,April,2,2022,Saturday,TRUE,2022
20220417,4/17/2022,17,4,April,2,2022,Sunday,TRUE,2022
20220418,4/18/2022,18,4,April,2,2022,Monday,FALSE,2022
20220419,4/19/2022,19,4,April,2,2022,Tuesday,FALSE,2022
20220420,4/20/2022,20,4,April,2,2022,Wednesday,FALSE,2022
20220421,4/21/2022,21,4,April,2,2022,Thursday,FALSE,2022
20220422,4/22/2022,22,4,April,2,2022,Friday,FALSE,2022
20220423,4/23/2022,23,4,April,2,2022,Saturday,TRUE,2022
20220424,4/24/2022,24,4,April,2,2022,Sunday,TRUE,2022
20220425,4/25/2022,25,4,April,2,2022,Monday,FALSE,2022
20220426,4/26/2022,26,4,April,2,2022,Tuesday,FALSE,2022
20220427,4/27/2022,27,4,April,2,2022,Wednesday,FALSE,2022
20220428,4/28/2022,28,4,April,2,2022,Thursday,FALSE,2022
20220429,4/29/2022,29,4,April,2,2022,Friday,FALSE,2022
20220430,4/30/2022,30,4,April,2,2022,Saturday,TRUE,2022
20220501,5/1/2022,1,5,May,2,2022,Sunday,TRUE,2022
20220502,5/2/2022,2,5,May,2,2022,Monday,FALSE,2022
20220503,5/3/2022,3,5,May,2,2022,Tuesday,FALSE,2022
20220504,5/4/2022,4,5,May,2,2022,Wednesday,FALSE,2022
20220505,5/5/2022,5,5,May,2,2022,Thursday,FALSE,2022
20220506,5/6/2022,6,5,May,2,2022,Friday,FALSE,2022
20220507,5/7/2022,7,5,May,2,2022,Saturday,TRUE,2022
20220508,5/8/2022,8,5,May,2,2022,Sunday,TRUE,2022
20220509,5/9/2022,9,5,May,2,2022,Monday,FALSE,2022
20220510,5/10/2022,10,5,May,2,2022,Tuesday,FALSE,2022
20220511,5/11/2022,11,5,May,2,2022,Wednesday,FALSE,2022
20220512,5/12/2022,12,5,May,2,2022,Thursday,FALSE,2022
20220513,5/13/2022,13,5,May,2,2022,Friday,FALSE,2022
20220514,5/14/2022,14,5,May,2,2022,Saturday,TRUE,2022
20220515,5/15/2022,15,5,May,2,2022,Sunday,TRUE,2022
20220516,5/16/2022,16,5,May,2,2022,Monday,FALSE,2022
20220517,5/17/2022,17,5,May,2,2022,Tuesday,FALSE,2022
20220518,5/18/2022,18,5,May,2,2022,Wednesday,FALSE,2022
20220519,5/19/2022,19,5,May,2,2022,Thursday,FALSE,2022
20220520,5/20/2022,20,5,May,2,2022,Friday,FALSE,2022
20220521,5/21/2022,21,5,May,2,2022,Saturday,TRUE,2022
20220522,5/22/2022,22,5,May,2,2022,Sunday,TRUE,2022
20220523,5/23/2022,23,5,May,2,2022,Monday,FALSE,2022
20220524,5/24/2022,24,5,May,2,2022,Tuesday,FALSE,2022
20220525,5/25/2022,25,5,May,2,2022,Wednesday,FALSE,2022
20220526,5/26/2022,26,5,May,2,2022,Thursday,FALSE,2022
20220527,5/27/2022,27,5,May,2,2022,Friday,FALSE,2022
20220528,5/28/2022,28,5,May,2,2022,Saturday,TRUE,2022
20220529,5/29/2022,29,5,May,2,2022,Sunday,TRUE,2022
20220530,5/30/2022,30,5,May,2,2022,Monday,FALSE,2022
20220531,5/31/2022,31,5,May,2,2022,Tuesday,FALSE,2022
20220601,6/1/2022,1,6,June,2,2022,Wednesday,FALSE,2022
20220602,6/2/2022,2,6,June,2,2022,Thursday,FALSE,2022
20220603,6/3/2022,3,6,June,2,2022,Friday,FALSE,2022
20220604,6/4/2022,4,6,June,2,2022,Saturday,TRUE,2022
20220605,6/5/2022,5,6,June,2,2022,Sunday,TRUE,2022
20220606,6/6/2022,6,6,June,2,2022,Monday,FALSE,2022
20220607,6/7/2022,7,6,June,2,2022,Tuesday,FALSE,2022
20220608,6/8/2022,8,6,June,2,2022,Wednesday,FALSE,2022
20220609,6/9/2022,9,6,June,2,2022,Thursday,FALSE,2022
20220610,6/10/2022,10,6,June,2,2022,Friday,FALSE,2022
20220611,6/11/2022,11,6,June,2,2022,Saturday,TRUE,2022
20220612,6/12/2022,12,6,June,2,2022,Sunday,TRUE,2022
20220613,6/13/2022,13,6,June,2,2022,Monday,FALSE,2022
20220614,6/14/2022,14,6,June,2,2022,Tuesday,FALSE,2022
20220615,6/15/2022,15,6,June,2,2022,Wednesday,FALSE,2022
20220616,6/16/2022,16,6,June,2,2022,Thursday,FALSE,2022
20220617,6/17/2022,17,6,June,2,2022,Friday,FALSE,2022
20220618,6/18/2022,18,6,June,2,2022,Saturday,TRUE,2022
20220619,6/19/2022,19,6,June,2,2022,Sunday,TRUE,2022
20220620,6/20/2022,20,6,June,2,2022,Monday,FALSE,2022
20220621,6/21/2022,21,6,June,2,2022,Tuesday,FALSE,2022
20220622,6/22/2022,22,6,June,2,2022,Wednesday,FALSE,2022
20220623,6/23/2022,23,6,June,2,2022,Thursday,FALSE,2022
20220624,6/24/2022,24,6,June,2,2022,Friday,FALSE,2022
20220625,6/25/2022,25,6,June,2,2022,Saturday,TRUE,2022
20220626,6/26/2022,26,6,June,2,2022,Sunday,TRUE,2022
20220627,6/27/2022,27,6,June,2,2022,Monday,FALSE,2022
20220628,6/28/2022,28,6,June,2,2022,Tuesday,FALSE,2022
20220629,6/29/2022,29,6,June,2,2022,Wednesday,FALSE,2022
20220630,6/30/2022,30,6,June,2,2022,Thursday,FALSE,2022
20220701,7/1/2022,1,7,July,3,2022,Friday,FALSE,2022
20220702,7/2/2022,2,7,July,3,2022,Saturday,TRUE,2022
20220703,7/3/2022,3,7,July,3,2022,Sunday,TRUE,2022
20220704,7/4/2022,4,7,July,3,2022,Monday,FALSE,2022
20220705,7/5/2022,5,7,July,3,2022,Tuesday,FALSE,2022
20220706,7/6/2022,6,7,July,3,2022,Wednesday,FALSE,2022
20220707,7/7/2022,7,7,July,3,2022,Thursday,FALSE,2022
20220708,7/8/2022,8,7,July,3,2022,Friday,FALSE,2022
20220709,7/9/2022,9,7,July,3,2022,Saturday,TRUE,2022
20220710,7/10/2022,10,7,July,3,2022,Sunday,TRUE,2022
20220711,7/11/2022,11,7,July,3,2022,Monday,FALSE,2022
20220712,7/12/2022,12,7,July,3,2022,Tuesday,FALSE,2022
20220713,7/13/2022,13,7,July,3,2022,Wednesday,FALSE,2022
20220714,7/14/2022,14,7,July,3,2022,Thursday,FALSE,2022
20220715,7/15/2022,15,7,July,3,2022,Friday,FALSE,2022
20220716,7/16/2022,16,7,July,3,2022,Saturday,TRUE,2022
20220717,7/17/2022,17,7,July,3,2022,Sunday,TRUE,2022
20220718,7/18/2022,18,7,July,3,2022,Monday,FALSE,2022
20220719,7/19/2022,19,7,July,3,2022,Tuesday,FALSE,2022
20220720,7/20/2022,20,7,July,3,2022,Wednesday,FALSE,2022
20220721,7/21/2022,21,7,July,3,2022,Thursday,FALSE,2022
20220722,7/22/2022,22,7,July,3,2022,Friday,FALSE,2022
20220723,7/23/2022,23,7,July,3,2022,Saturday,TRUE,2022
20220724,7/24/2022,24,7,July,3,2022,Sunday,TRUE,2022
20220725,7/25/2022,25,7,July,3,2022,Monday,FALSE,2022
20220726,7/26/2022,26,7,July,3,2022,Tuesday,FALSE,2022
20220727,7/27/2022,27,7,July,3,2022,Wednesday,FALSE,2022
20220728,7/28/2022,28,7,July,3,2022,Thursday,FALSE,2022
20220729,7/29/2022,29,7,July,3,2022,Friday,FALSE,2022
20220730,7/30/2022,30,7,July,3,2022,Saturday,TRUE,2022
20220731,7/31/2022,31,7,July,3,2022,Sunday,TRUE,2022
20220801,8/1/2022,1,8,August,3,2022,Monday,FALSE,2022
20220802,8/2/2022,2,8,August,3,2022,Tuesday,FALSE,2022
20220803,8/3/2022,3,8,August,3,2022,Wednesday,FALSE,2022
20220804,8/4/2022,4,8,August,3,2022,Thursday,FALSE,2022
20220805,8/5/2022,5,8,August,3,2022,Friday,FALSE,2022
20220806,8/6/2022,6,8,August,3,2022,Saturday,TRUE,2022
20220807,8/7/2022,7,8,August,3,2022,Sunday,TRUE,2022
20220808,8/8/2022,8,8,August,3,2022,Monday,FALSE,2022
20220809,8/9/2022,9,8,August,3,2022,Tuesday,FALSE,2022
20220810,8/10/2022,10,8,August,3,2022,Wednesday,FALSE,2022
20220811,8/11/2022,11,8,August,3,2022,Thursday,FALSE,2022
20220812,8/12/2022,12,8,August,3,2022,Friday,FALSE,2022
20220813,8/13/2022,13,8,August,3,2022,Saturday,TRUE,2022
20220814,8/14/2022,14,8,August,3,2022,Sunday,TRUE,2022
20220815,8/15/2022,15,8,August,3,2022,Monday,FALSE,2022
20220816,8/16/2022,16,8,August,3,2022,Tuesday,FALSE,2022
20220817,8/17/2022,17,8,August,3,2022,Wednesday,FALSE,2022
20220818,8/18/2022,18,8,August,3,2022,Thursday,FALSE,2022
20220819,8/19/2022,19,8,August,3,2022,Friday,FALSE,2022
20220820,8/20/2022,20,8,August,3,2022,Saturday,TRUE,2022
20220821,8/21/2022,21,8,August,3,2022,Sunday,TRUE,2022
20220822,8/22/2022,22,8,August,3,2022,Monday,FALSE,2022
20220823,8/23/2022,23,8,August,3,2022,Tuesday,FALSE,2022
20220824,8/24/2022,24,8,August,3,2022,Wednesday,FALSE,2022
20220825,8/25/2022,25,8,August,3,2022,Thursday,FALSE,2022
20220826,8/26/2022,26,8,August,3,2022,Friday,FALSE,2022
20220827,8/27/2022,27,8,August,3,2022,Saturday,TRUE,2022
20220828,8/28/2022,28,8,August,3,2022,Sunday,TRUE,2022
20220829,8/29/2022,29,8,August,3,2022,Monday,FALSE,2022
20220830,8/30/2022,30,8,August,3,2022,Tuesday,FALSE,2022
20220831,8/31/2022,31,8,August,3,2022,Wednesday,FALSE,2022
20220901,9/1/2022,1,9,September,3,2022,Thursday,FALSE,2022
20220902,9/2/2022,2,9,September,3,2022,Friday,FALSE,2022
20220903,9/3/2022,3,9,September,3,2022,Saturday,TRUE,2022
20220904,9/4/2022,4,9,September,3,2022,Sunday,TRUE,2022
20220905,9/5/2022,5,9,September,3,2022,Monday,FALSE,2022
20220906,9/6/2022,6,9,September,3,2022,Tuesday,FALSE,2022
20220907,9/7/2022,7,9,September,3,2022,Wednesday,FALSE,2022
20220908,9/8/2022,8,9,September,3,2022,Thursday,FALSE,2022
20220909,9/9/2022,9,9,September,3,2022,Friday,FALSE,2022
20220910,9/10/2022,10,9,September,3,2022,Saturday,TRUE,2022
20220911,9/11/2022,11,9,September,3,2022,Sunday,TRUE,2022
20220912,9/12/2022,12,9,September,3,2022,Monday,FALSE,2022
20220913,9/13/2022,13,9,September,3,2022,Tuesday,FALSE,2022
20220914,9/14/2022,14,9,September,3,2022,Wednesday,FALSE,2022
20220915,9/15/2022,15,9,September,3,2022,Thursday,FALSE,2022
20220916,9/16/2022,16,9,September,3,2022,Friday,FALSE,2022
20220917,9/17/2022,17,9,September,3,2022,Saturday,TRUE,2022
20220918,9/18/2022,18,9,September,3,2022,Sunday,TRUE,2022
20220919,9/19/2022,19,9,September,3,2022,Monday,FALSE,2022
20220920,9/20/2022,20,9,September,3,2022,Tuesday,FALSE,2022
20220921,9/21/2022,21,9,September,3,2022,Wednesday,FALSE,2022
20220922,9/22/2022,22,9,September,3,2022,Thursday,FALSE,2022
20220923,9/23/2022,23,9,September,3,2022,Friday,FALSE,2022
20220924,9/24/2022,24,9,September,3,2022,Saturday,TRUE,2022
20220925,9/25/2022,25,9,September,3,2022,Sunday,TRUE,2022
20220926,9/26/2022,26,9,September,3,2022,Monday,FALSE,2022
20220927,9/27/2022,27,9,September,3,2022,Tuesday,FALSE,2022
20220928,9/28/2022,28,9,September,3,2022,Wednesday,FALSE,2022
20220929,9/29/2022,29,9,September,3,2022,Thursday,FALSE,2022
20220930,9/30/2022,30,9,September,3,2022,Friday,FALSE,2022
20221001,10/1/2022,1,10,October,4,2022,Saturday,TRUE,2022
20221002,10/2/2022,2,10,October,4,2022,Sunday,TRUE,2022
20221003,10/3/2022,3,10,October,4,2022,Monday,FALSE,2022
20221004,10/4/2022,4,10,October,4,2022,Tuesday,FALSE,2022
20221005,10/5/2022,5,10,October,4,2022,Wednesday,FALSE,2022
20221006,10/6/2022,6,10,October,4,2022,Thursday,FALSE,2022
20221007,10/7/2022,7,10,October,4,2022,Friday,FALSE,2022
20221008,10/8/2022,8,10,October,4,2022,Saturday,TRUE,2022
20221009,10/9/2022,9,10,October,4,2022,Sunday,TRUE,2022
20221010,10/10/2022,10,10,October,4,2022,Monday,FALSE,2022
20221011,10/11/2022,11,10,October,4,2022,Tuesday,FALSE,2022
20221012,10/12/2022,12,10,October,4,2022,Wednesday,FALSE,2022
20221013,10/13/2022,13,10,October,4,2022,Thursday,FALSE,2022
20221014,10/14/2022,14,10,October,4,2022,Friday,FALSE,2022
20221015,10/15/2022,15,10,October,4,2022,Saturday,TRUE,2022
20221016,10/16/2022,16,10,October,4,2022,Sunday,TRUE,2022
20221017,10/17/2022,17,10,October,4,2022,Monday,FALSE,2022
20221018,10/18/2022,18,10,October,4,2022,Tuesday,FALSE,2022
20221019,10/19/2022,19,10,October,4,2022,Wednesday,FALSE,2022
20221020,10/20/2022,20,10,October,4,2022,Thursday,FALSE,2022
20221021,10/21/2022,21,10,October,4,2022,Friday,FALSE,2022
20221022,10/22/2022,22,10,October,4,2022,Saturday,TRUE,2022
20221023,10/23/2022,23,10,October,4,2022,Sunday,TRUE,2022
20221024,10/24/2022,24,10,October,4,2022,Monday,FALSE,2022
20221025,10/25/2022,25,10,October,4,2022,Tuesday,FALSE,2022
20221026,10/26/2022,26,10,October,4,2022,Wednesday,FALSE,2022
20221027,10/27/2022,27,10,October,4,2022,Thursday,FALSE,2022
20221028,10/28/2022,28,10,October,4,2022,Friday,FALSE,2022
20221029,10/29/2022,29,10,October,4,2022,Saturday,TRUE,2022
20221030,10/30/2022,30,10,October,4,2022,Sunday,TRUE,2022
20221031,10/31/2022,31,10,October,4,2022,Monday,FALSE,2022
20221101,11/1/2022,1,11,November,4,2022,Tuesday,FALSE,2022
20221102,11/2/2022,2,11,November,4,2022,Wednesday,FALSE,2022
20221103,11/3/2022,3,11,November,4,2022,Thursday,FALSE,2022
20221104,11/4/2022,4,11,November,4,2022,Friday,FALSE,2022
20221105,11/5/2022,5,11,November,4,2022,Saturday,TRUE,2022
20221106,11/6/2022,6,11,November,4,2022,Sunday,TRUE,2022
20221107,11/7/2022,7,11,November,4,2022,Monday,FALSE,2022
20221108,11/8/2022,8,11,November,4,2022,Tuesday,FALSE,2022
20221109,11/9/2022,9,11,November,4,2022,Wednesday,FALSE,2022
20221110,11/10/2022,10,11,November,4,2022,Thursday,FALSE,2022
20221111,11/11/2022,11,11,November,4,2022,Friday,FALSE,2022
20221112,11/12/2022,12,11,November,4,2022,Saturday,TRUE,2022
20221113,11/13/2022,13,11,November,4,2022,Sunday,TRUE,2022
20221114,11/14/2022,14,11,November,4,2022,Monday,FALSE,2022
20221115,11/15/2022,15,11,November,4,2022,Tuesday,FALSE,2022
20221116,11/16/2022,16,11,November,4,2022,Wednesday,FALSE,2022
20221117,11/17/2022,17,11,November,4,2022,Thursday,FALSE,2022
20221118,11/18/2022,18,11,November,4,2022,Friday,FALSE,2022
20221119,11/19/2022,19,11,November,4,2022,Saturday,TRUE,2022
20221120,11/20/2022,20,11,November,4,2022,Sunday,TRUE,2022
20221121,11/21/2022,21,11,November,4,2022,Monday,FALSE,2022
20221122,11/22/2022,22,11,November,4,2022,Tuesday,FALSE,2022
20221123,11/23/2022,23,11,November,4,2022,Wednesday,FALSE,2022
20221124,11/24/2022,24,11,November,4,2022,Thursday,FALSE,2022
20221125,11/25/2022,25,11,November,4,2022,Friday,FALSE,2022
20221126,11/26/2022,26,11,November,4,2022,Saturday,TRUE,2022
20221127,11/27/2022,27,11,November,4,2022,Sunday,TRUE,2022
20221128,11/28/2022,28,11,November,4,2022,Monday,FALSE,2022
20221129,11/29/2022,29,11,November,4,2022,Tuesday,FALSE,2022
20221130,11/30/2022,30,11,November,4,2022,Wednesday,FALSE,2022
20221201,12/1/2022,1,12,December,4,2022,Thursday,FALSE,2022
20221202,12/2/2022,2,12,December,4,2022,Friday,FALSE,2022
20221203,12/3/2022,3,12,December,4,2022,Saturday,TRUE,2022
20221204,12/4/2022,4,12,December,4,2022,Sunday,TRUE,2022
20221205,12/5/2022,5,12,December,4,2022,Monday,FALSE,2022
20221206,12/6/2022,6,12,December,4,2022,Tuesday,FALSE,2022
20221207,12/7/2022,7,12,December,4,2022,Wednesday,FALSE,2022
20221208,12/8/2022,8,12,December,4,2022,Thursday,FALSE,2022
20221209,12/9/2022,9,12,December,4,2022,Friday,FALSE,2022
20221210,12/10/2022,10,12,December,4,2022,Saturday,TRUE,2022
20221211,12/11/2022,11,12,December,4,2022,Sunday,TRUE,2022
20221212,12/12/2022,12,12,December,4,2022,Monday,FALSE,2022
20221213,12/13/2022,13,12,December,4,2022,Tuesday,FALSE,2022
20221214,12/14/2022,14,12,December,4,2022,Wednesday,FALSE,2022
20221215,12/15/2022,15,12,December,4,2022,Thursday,FALSE,2022
20221216,12/16/2022,16,12,December,4,2022,Friday,FALSE,2022
20221217,12/17/2022,17,12,December,4,2022,Saturday,TRUE,2022
20221218,12/18/2022,18,12,December,4,2022,Sunday,TRUE,2022
20221219,12/19/2022,19,12,December,4,2022,Monday,FALSE,2022
20221220,12/20/2022,20,12,December,4,2022,Tuesday,FALSE,2022
20221221,12/21/2022,21,12,December,4,2022,Wednesday,FALSE,2022
20221222,12/22/2022,22,12,December,4,2022,Thursday,FALSE,2022
20221223,12/23/2022,23,12,December,4,2022,Friday,FALSE,2022
20221224,12/24/2022,24,12,December,4,2022,Saturday,TRUE,2022
20221225,12/25/2022,25,12,December,4,2022,Sunday,TRUE,2022
20221226,12/26/2022,26,12,December,4,2022,Monday,FALSE,2022
20221227,12/27/2022,27,12,December,4,2022,Tuesday,FALSE,2022
20221228,12/28/2022,28,12,December,4,2022,Wednesday,FALSE,2022
20221229,12/29/2022,29,12,December,4,2022,Thursday,FALSE,2022
20221230,12/30/2022,30,12,December,4,2022,Friday,FALSE,2022
20221231,12/31/2022,31,12,December,4,2022,Saturday,TRUE,2022
20230101,1/1/2023,1,1,January,1,2023,Sunday,TRUE,2023
20230102,1/2/2023,2,1,January,1,2023,Monday,FALSE,2023
20230103,1/3/2023,3,1,January,1,2023,Tuesday,FALSE,2023
20230104,1/4/2023,4,1,January,1,2023,Wednesday,FALSE,2023
20230105,1/5/2023,5,1,January,1,2023,Thursday,FALSE,2023
20230106,1/6/2023,6,1,January,1,2023,Friday,FALSE,2023
20230107,1/7/2023,7,1,January,1,2023,Saturday,TRUE,2023
20230108,1/8/2023,8,1,January,1,2023,Sunday,TRUE,2023
20230109,1/9/2023,9,1,January,1,2023,Monday,FALSE,2023
20230110,1/10/2023,10,1,January,1,2023,Tuesday,FALSE,2023
20230111,1/11/2023,11,1,January,1,2023,Wednesday,FALSE,2023
20230112,1/12/2023,12,1,January,1,2023,Thursday,FALSE,2023
20230113,1/13/2023,13,1,January,1,2023,Friday,FALSE,2023
20230114,1/14/2023,14,1,January,1,2023,Saturday,TRUE,2023
20230115,1/15/2023,15,1,January,1,2023,Sunday,TRUE,2023
20230116,1/16/2023,16,1,January,1,2023,Monday,FALSE,2023
20230117,1/17/2023,17,1,January,1,2023,Tuesday,FALSE,2023
20230118,1/18/2023,18,1,January,1,2023,Wednesday,FALSE,2023
20230119,1/19/2023,19,1,January,1,2023,Thursday,FALSE,2023
20230120,1/20/2023,20,1,January,1,2023,Friday,FALSE,2023
20230121,1/21/2023,21,1,January,1,2023,Saturday,TRUE,2023
20230122,1/22/2023,22,1,January,1,2023,Sunday,TRUE,2023
20230123,1/23/2023,23,1,January,1,2023,Monday,FALSE,2023
20230124,1/24/2023,24,1,January,1,2023,Tuesday,FALSE,2023
20230125,1/25/2023,25,1,January,1,2023,Wednesday,FALSE,2023
20230126,1/26/2023,26,1,January,1,2023,Thursday,FALSE,2023
20230127,1/27/2023,27,1,January,1,2023,Friday,FALSE,2023
20230128,1/28/2023,28,1,January,1,2023,Saturday,TRUE,2023
20230129,1/29/2023,29,1,January,1,2023,Sunday,TRUE,2023
20230130,1/30/2023,30,1,January,1,2023,Monday,FALSE,2023
20230131,1/31/2023,31,1,January,1,2023,Tuesday,FALSE,2023
20230201,2/1/2023,1,2,February,1,2023,Wednesday,FALSE,2023
